,Participant_ID,Starting_Plateau_Idx,Block,Cycle_Idx,Stages,Directions,Phase,Pentagon_selected,Star_selected,Response,Response_time,Correctness,spu_elements_percentage,Selection,Condition_Name
208,1,0,3,10,T8,pentagon_to_star,pentagon_to_star_trans,0,1,4,993,1,0.6,0,Lab
209,1,0,3,11,T9,pentagon_to_star,pentagon_to_star_trans,0,1,2,983,1,0.666666666666667,0,Lab
210,1,0,3,12,T10,pentagon_to_star,pentagon_to_star_trans,0,1,1,1415,1,0.733333333333333,0,Lab
211,1,0,3,13,T11,pentagon_to_star,pentagon_to_star_trans,0,1,4,2156,1,0.8,0,Lab
212,1,0,3,14,T12,pentagon_to_star,pentagon_to_star_trans,1,0,4,1193,1,0.866666666666667,1,Lab
213,1,0,3,15,T13,pentagon_to_star,pentagon_to_star_trans,0,1,3,1026,1,0.933333333333333,0,Lab
214,1,0,3,16,P1,star_to_pentagon,star_plateau,0,1,3,1327,1,1,0,Lab
215,1,0,3,17,P2,star_to_pentagon,star_plateau,1,0,1,721,1,1,1,Lab
216,1,0,3,18,P3,star_to_pentagon,star_plateau,1,0,2,1858,1,1,1,Lab
217,1,0,3,19,T1,star_to_pentagon,star_to_pentagon_trans,1,0,3,1038,1,0.933333333333333,1,Lab
218,1,0,3,20,T2,star_to_pentagon,star_to_pentagon_trans,1,0,1,1203,1,0.866666666666667,1,Lab
219,1,0,3,21,T3,star_to_pentagon,star_to_pentagon_trans,1,0,3,1016,1,0.8,1,Lab
220,1,0,3,22,T4,star_to_pentagon,star_to_pentagon_trans,0,1,3,2973,1,0.733333333333333,0,Lab
221,1,0,3,23,T5,star_to_pentagon,star_to_pentagon_trans,0,1,4,1057,1,0.666666666666667,0,Lab
222,1,0,3,24,T6,star_to_pentagon,star_to_pentagon_trans,0,1,3,1131,1,0.6,0,Lab
223,1,0,3,25,T7,star_to_pentagon,star_to_pentagon_trans,0,1,2,1916,1,0.533333333333333,0,Lab
224,1,0,3,26,T8,star_to_pentagon,star_to_pentagon_trans,1,0,2,1000,1,0.466666666666667,1,Lab
225,1,0,3,27,T9,star_to_pentagon,star_to_pentagon_trans,1,0,4,1271,1,0.4,1,Lab
226,1,0,3,28,T10,star_to_pentagon,star_to_pentagon_trans,0,1,4,1580,1,0.333333333333333,0,Lab
227,1,0,3,29,T11,star_to_pentagon,star_to_pentagon_trans,0,1,1,1373,1,0.266666666666667,0,Lab
228,1,0,3,30,T12,star_to_pentagon,star_to_pentagon_trans,1,0,4,1797,1,0.2,1,Lab
229,1,0,3,31,T13,star_to_pentagon,star_to_pentagon_trans,1,0,3,1044,1,0.133333333333333,1,Lab
230,1,0,3,32,P1,pentagon_to_star,pentagon_plateau,0,1,2,1583,1,0.066666666666667,0,Lab
231,1,0,3,33,P2,pentagon_to_star,pentagon_plateau,1,0,1,897,1,0.066666666666667,1,Lab
232,1,0,3,34,P3,pentagon_to_star,pentagon_plateau,0,1,4,979,1,0.066666666666667,0,Lab
233,1,0,3,35,T1,pentagon_to_star,pentagon_to_star_trans,0,1,4,681,1,0.133333333333333,0,Lab
234,1,0,3,36,T2,pentagon_to_star,pentagon_to_star_trans,1,0,3,648,1,0.2,1,Lab
235,1,0,3,37,T3,pentagon_to_star,pentagon_to_star_trans,0,1,4,1197,1,0.266666666666667,0,Lab
236,1,0,3,38,T4,pentagon_to_star,pentagon_to_star_trans,0,1,2,1582,1,0.333333333333333,0,Lab
237,1,0,3,39,T5,pentagon_to_star,pentagon_to_star_trans,0,1,2,990,1,0.4,0,Lab
